Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Admits,234,
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,138,4
Central,QEII,Tertiary Hospital,2023-06-01,Admits,"2,346",
Western,Roseway Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,21,5
Western,Roseway Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,18,2
Western,Roseway Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,201,3
Western,Roseway Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,275,4
Western,Queens General Hospital,Community Hospital,2023-06-01,Discharges,38,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Admits,197,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Admits,10,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Admits,20,
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Surgical Cases,"3,420",
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,8,1
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,291,2
Western,Roseway Hospital,Community Hospital,2023-06-01,Discharges,13,
Central,QEII,Tertiary Hospital,2023-06-01,Surgical Cases,"4,572",
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,720,4
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,953,3
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,99,5
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,"1,276",4
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,"1,787",3
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,825,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Admits,19,
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Discharges,21,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Discharges,32,
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,24,1
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Surgical Cases,"1,826",
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,583",3
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,811,2
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,10,1
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,124,5
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,465",4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Admits,29,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,1,0
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,2
Eastern,Cape Breton Regional Hospice,Hospice,2023-06-01,Discharges,4,
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,139,1
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Discharges,529,
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Discharges,239,
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,"3,140",3
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits,479,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,28,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,411,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,85,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,75,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,13,2
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Discharges,695,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,120,4
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,27,5
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,41,5
Eastern,Cape Breton Regional Hospice,Hospice,2023-06-01,Admits,5,
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,"2,148",2
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,10,3
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,90,5
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Surgical Cases,"1,148",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Discharges,310,
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,"1,314",4
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,22,1
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,"1,229",3
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,44,5
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits,"2,067",
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,668,2
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits,"3,993",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits,"1,587",
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits,"1,781",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,233,3
Central,Cobequid Community Health Centre,Community Hospital,2023-06-01,Emergency Visits,"4,011",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,51,2
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,158,4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Admits,17,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,10,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,24,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Admits,32,
Western,Digby General Hospital,Community Hospital,2023-05-01,Discharges,48,
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,"1,505",4
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Discharges,42,
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,"1,454",3
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,1
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,49,2
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,336,3
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,410,4
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,37,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Discharges,8,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,37,5
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,83,4
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,797,2
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,394,4
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,915,
Western,Valley Regional Hospital,Regional Hospital,2023-05-01,Discharges,640,
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,12,1
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,"1,708",3
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,"1,236",2
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,28,1
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,"1,097",4
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,38,5
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,43,3
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,9,2
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,106,5
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,648,4
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,"2,996",3
Western,South Shore Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,503,4
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Admits,"1,534",
Western,Soldiers' Memorial Hospital,Community Hospital,2023-05-01,Surgical Cases,370,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,53,5
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,2,0
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Discharges,22,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Discharges,15,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,0
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Admits,9,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,107,3
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Emergency Visits,"3,843",
Central,Hants Community Hospital,Community Hospital,2023-05-01,Emergency Visits,"1,377",
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Admits,7,
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,81,3
Central,QEII,Tertiary Hospital,2023-05-01,Discharges,"2,275",
Northern,Aberdeen Hospital,Regional Hospital,2023-05-01,Emergency Visits,"2,533",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,632,4
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,60,2
Eastern,Cape Breton Complex,Regional Hospital,2023-05-01,Surgical Cases,"1,958",
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,405,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,4,1
Western,South Shore Regional Hospital,Regional Hospital,2023-05-01,Admits,222,
Eastern,Cape Breton Complex,Regional Hospital,2023-05-01,Discharges,"1,010",
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Emergency Visits,549,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,358,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,1,1
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits,834,
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,54,5
Western,Roseway Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,249,3
Western,Roseway Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,388,4
Western,Queens General Hospital,Community Hospital,2023-05-01,Admits,47,
Western,Roseway Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,34,5
Northern,South Cumberland Community Care Centre,Community Hospital,2023-05-01,Admits,2,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-05-01,Discharges,63,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,225,3
Western,Roseway Hospital,Community Hospital,2023-05-01,Admits,23,
Eastern,Cape Breton Complex,Regional Hospital,2023-05-01,Emergency Visits,"3,944",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,922,3
Northern,Aberdeen Hospital,Regional Hospital,2023-05-01,Discharges,486,
Western,Queens General Hospital,Community Hospital,2023-05-01,Discharges,43,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,7,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,1,0
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,9,2
Western,Yarmouth Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,524,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,113,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,75,3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-05-01,Emergency Visits,"2,908",
Western,Annapolis Community Health Centre,Community Hospital,2023-05-01,Admits,8,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,333,4
Central,Hants Community Hospital,Community Hospital,2023-05-01,Discharges,50,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Emergency Visits,306,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits,"1,897",
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Admits,229,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,218,2
Northern,All Saints Springhill Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,3,0
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Admits,6,
Western,South Shore Regional Hospital,Regional Hospital,2023-05-01,Surgical Cases,878,
Eastern,Cape Breton Regional Hospice,Hospice,2023-05-01,Admits,8,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Admits,18,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Admits,17,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,279,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,652,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Discharges,19,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Discharges,7,
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Surgical Cases,"3,140",
Eastern,Cape Breton Complex,Regional Hospital,2023-05-01,Admits,"1,036",
Western,Roseway Hospital,Community Hospital,2023-05-01,Emergency Visits,694,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,614,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,3
Western,Roseway Hospital,Community Hospital,2023-05-01,Discharges,43,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,461,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,53,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,127,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,39,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Emergency Visits CTAS,26,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,9,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,0
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,1
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-05-01,Discharges,11,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,19,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,184,3
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,477,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,40,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,"1,062",
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits,"6,056",
Western,Soldiers' Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,148,3
Western,Fishermen's Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,42,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Admits,18,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,533,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits,"1,755",
Eastern,Strait Richmond Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,54,2
Western,Valley Regional Hospital,Regional Hospital,2023-05-01,Emergency Visits,"4,076",
Eastern,Strait Richmond Hospital,Community Hospital,2023-05-01,Discharges,31,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-05-01,Discharges,1,
Eastern,Strait Richmond Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,140,3
